version;wahl-behoerde-gs;wahl-datum;wahl-name;bezirk-nr;bezirk-name;zeitstempel-erfassung;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18;D19;F19;D20;F20;D21;F21;D22;F22;D23;F23;D24;F24;D25;F25;D26;F26;D27;F27;D28;F28
0.3;05914000;26.09.2021;Bundestagswahl;8016;Briefwahlbezirk 8016;26.09.2021 15:20:19 989;0;0;0;0;749;749;6;743;2;747;205;173;217;225;70;69;46;42;132;133;22;35;24;14;0;19;0;2;16;6;0;1;0;1;0;0;0;2;1;0;0;0;0;0;0;0;6;8;0;0;0;1;0;3;0;0;0;1;0;1;0;10;0;1;4;0
0.3;05914000;26.09.2021;Bundestagswahl;8017;Briefwahlbezirk 8017;26.09.2021 15:20:19 989;0;0;0;0;1060;1060;7;1053;6;1054;366;316;298;347;104;120;78;74;133;121;24;22;18;8;0;15;0;5;23;10;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;5;3;0;0;0;0;0;2;0;0;0;2;0;1;0;3;0;1;3;0
0.3;05914000;26.09.2021;Bundestagswahl;8018;Briefwahlbezirk 8018;26.09.2021 15:20:19 989;0;0;0;0;943;943;5;938;6;937;282;244;306;321;93;97;73;75;100;100;32;26;18;15;0;16;0;6;17;12;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;6;0;0;0;1;0;1;0;0;0;0;0;2;0;7;0;4;12;0
0.3;05914000;26.09.2021;Bundestagswahl;8019;Briefwahlbezirk 8019;26.09.2021 15:20:19 989;0;0;0;0;933;933;0;933;5;928;275;236;317;336;89;115;78;64;87;88;37;34;23;15;0;12;0;3;10;0;0;1;0;1;0;1;0;3;1;0;0;0;0;0;0;0;11;11;0;0;0;1;0;1;0;0;0;0;0;0;0;5;0;1;5;0
0.3;05914000;26.09.2021;Bundestagswahl;8020;Briefwahlbezirk 8020;26.09.2021 15:20:19 989;0;0;0;0;1016;1016;9;1007;1;1015;343;293;268;336;90;123;77;70;160;125;27;28;13;8;0;10;0;2;21;10;0;0;0;0;0;2;0;1;1;0;0;1;0;0;0;0;4;2;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;1;3;0
0.3;05914000;26.09.2021;Bundestagswahl;8021;Briefwahlbezirk 8021;26.09.2021 15:20:19 989;0;0;0;0;1095;1095;13;1082;3;1092;319;275;366;438;86;89;86;76;140;119;40;31;17;10;0;17;0;4;14;11;0;1;0;2;0;2;0;3;0;0;0;1;0;0;0;0;7;4;0;1;0;0;0;3;0;0;0;0;0;0;0;3;0;2;7;0
0.3;05914000;26.09.2021;Bundestagswahl;8022;Briefwahlbezirk 8022;26.09.2021 15:20:19 989;0;0;0;0;1062;1062;11;1051;7;1055;371;336;278;336;103;125;89;75;157;124;16;14;11;7;0;13;0;0;19;8;0;0;0;1;0;1;0;2;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;1;0;5;0;3;6;0
0.3;05914000;26.09.2021;Bundestagswahl;8023;Briefwahlbezirk 8023;26.09.2021 15:20:19 989;0;0;0;0;1196;1196;20;1176;15;1181;344;280;384;444;105;113;111;107;103;89;38;38;30;24;0;21;0;9;16;9;0;1;0;1;0;1;0;1;5;3;0;0;0;0;0;0;11;9;0;2;0;1;0;1;0;0;0;1;0;1;0;25;0;0;29;0
0.3;05914000;26.09.2021;Bundestagswahl;8024;Briefwahlbezirk 8024;26.09.2021 15:20:19 989;0;0;0;0;935;935;11;924;5;930;217;212;372;379;92;86;84;76;93;90;28;31;19;10;0;23;0;3;12;7;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3;1;0;1;0;0;0;1;0;0;0;0;0;0;0;7;0;0;4;0
0.3;05914000;26.09.2021;Bundestagswahl;8025;Briefwahlbezirk 8025;26.09.2021 15:20:19 989;0;0;0;0;1003;1003;11;992;4;999;313;279;297;354;80;89;63;63;165;129;23;25;13;6;0;27;0;2;23;7;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;7;4;0;1;0;0;0;2;0;0;0;0;0;5;0;2;0;0;8;0
0.3;05914000;26.09.2021;Bundestagswahl;8026;Briefwahlbezirk 8026;26.09.2021 15:20:19 989;0;0;0;0;1148;1148;12;1136;4;1144;370;323;348;376;98;121;78;73;138;135;40;45;16;5;0;27;0;1;19;9;0;0;0;0;0;1;0;1;2;0;0;0;0;1;0;0;11;9;0;1;0;0;0;0;0;1;0;0;0;2;0;11;0;2;16;0
0.3;05914000;26.09.2021;Bundestagswahl;8027;Briefwahlbezirk 8027;26.09.2021 15:20:19 989;0;0;0;0;1028;1028;15;1013;3;1025;381;320;250;329;104;122;53;41;169;142;19;15;12;13;0;13;0;0;16;12;0;0;0;0;0;1;0;2;1;0;0;1;0;0;0;0;3;1;0;0;0;1;0;1;0;2;0;0;0;0;0;8;0;1;5;0
0.3;05914000;26.09.2021;Bundestagswahl;8028;Briefwahlbezirk 8028;26.09.2021 15:20:19 989;0;0;0;0;1019;1019;8;1011;3;1016;294;234;360;387;82;101;55;55;119;117;29;31;27;10;0;25;0;3;17;10;0;0;0;1;0;0;0;5;1;1;0;0;0;0;0;0;12;4;0;2;0;0;0;0;0;1;0;1;0;1;0;24;0;3;15;0
0.3;05914000;26.09.2021;Bundestagswahl;8029;Briefwahlbezirk 8029;26.09.2021 15:20:19 989;0;0;0;0;891;891;7;884;6;885;243;211;274;289;84;97;45;47;141;140;40;43;20;5;0;15;0;1;15;6;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;16;11;0;2;0;0;0;3;0;0;0;1;0;4;0;7;0;2;5;0
0.3;05914000;26.09.2021;Bundestagswahl;8030;Briefwahlbezirk 8030;26.09.2021 15:20:19 989;0;0;0;0;933;933;11;922;6;927;190;165;313;358;78;86;90;72;115;94;37;38;32;24;0;22;0;0;21;10;0;2;0;0;0;3;0;2;0;0;0;0;0;0;0;1;9;4;0;0;0;2;0;1;0;0;0;0;0;0;0;43;0;0;37;0
0.3;05914000;26.09.2021;Bundestagswahl;8031;Briefwahlbezirk 8031;26.09.2021 15:20:19 989;0;0;0;0;916;916;16;900;4;912;242;226;289;328;91;90;62;57;138;120;26;34;14;6;0;13;0;5;18;8;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;8;10;0;1;0;0;0;2;0;0;0;0;0;4;0;4;0;0;12;0
0.3;05914000;26.09.2021;Bundestagswahl;8032;Briefwahlbezirk 8032;26.09.2021 15:20:19 989;0;0;0;0;1080;1080;9;1071;3;1077;336;286;272;352;109;140;81;80;170;127;26;32;22;9;0;20;0;3;25;4;0;1;0;1;0;1;0;2;5;2;0;2;0;0;0;0;10;8;0;0;0;1;0;2;0;0;0;0;0;0;0;2;0;2;15;0
0.3;05914000;26.09.2021;Bundestagswahl;8033;Briefwahlbezirk 8033;26.09.2021 15:20:19 989;0;0;0;0;1018;1018;11;1007;8;1010;252;220;341;379;113;131;65;62;126;119;36;40;30;13;0;19;0;0;29;7;0;1;0;0;0;0;0;1;0;0;0;4;0;1;0;0;8;4;0;1;0;0;0;3;0;0;0;0;0;1;0;3;0;1;7;0
0.3;05914000;26.09.2021;Bundestagswahl;8034;Briefwahlbezirk 8034;26.09.2021 15:20:19 989;0;0;0;0;1136;1136;15;1121;14;1122;287;258;381;432;119;116;104;85;132;112;38;50;16;9;0;21;0;3;19;9;0;1;0;1;0;0;0;2;1;1;0;1;0;0;0;1;13;5;0;0;0;0;0;1;0;0;0;0;0;2;0;8;0;4;11;0
0.3;05914000;26.09.2021;Bundestagswahl;8035;Briefwahlbezirk 8035;26.09.2021 15:20:19 989;0;0;0;0;897;897;11;886;7;890;207;185;316;350;89;94;95;89;110;99;21;31;13;2;0;16;0;5;23;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;9;0
0.3;05914000;26.09.2021;Bundestagswahl;8036;Briefwahlbezirk 8036;26.09.2021 15:20:19 989;0;0;0;0;1034;1034;12;1022;7;1027;298;265;266;302;123;136;78;73;163;157;25;33;21;14;0;17;0;0;28;10;0;0;0;0;0;3;0;1;2;0;0;1;0;0;0;0;4;3;0;3;0;0;0;1;0;0;0;1;0;6;0;0;0;1;14;0
0.3;05914000;26.09.2021;Bundestagswahl;8037;Briefwahlbezirk 8037;26.09.2021 15:20:19 989;0;0;0;0;932;932;7;925;3;929;242;221;320;341;86;91;96;87;118;95;20;27;13;5;0;12;0;3;19;17;0;2;0;0;0;3;0;1;0;0;0;1;0;0;0;0;4;5;0;2;0;1;0;1;0;0;0;1;0;0;0;10;0;3;7;0
0.3;05914000;26.09.2021;Bundestagswahl;8038;Briefwahlbezirk 8038;26.09.2021 15:20:19 989;0;0;0;0;894;894;9;885;5;889;207;197;308;342;84;72;73;76;118;112;36;26;17;5;0;21;0;2;20;12;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;7;0;3;0;0;0;2;0;0;0;0;0;2;0;10;0;0;13;0
0.3;05914000;26.09.2021;Bundestagswahl;8039;Briefwahlbezirk 8039;26.09.2021 15:20:19 989;0;0;0;0;1061;1061;7;1054;4;1057;326;293;310;337;111;103;107;89;124;127;24;28;14;10;0;19;0;4;23;11;0;2;0;1;0;1;0;2;1;0;0;1;0;0;0;0;10;10;0;2;0;0;0;2;0;0;0;1;0;2;0;9;0;3;4;0
0.3;05914000;26.09.2021;Bundestagswahl;8040;Briefwahlbezirk 8040;26.09.2021 15:20:19 989;0;0;0;0;921;921;5;916;1;920;251;240;304;329;68;93;74;57;131;115;21;19;20;6;0;10;0;8;26;11;0;0;0;1;0;0;0;1;2;2;0;0;0;1;0;1;12;9;0;0;0;0;0;0;0;0;0;1;0;2;0;12;0;2;7;0
