version;wahl-behoerde-gs;wahl-datum;wahl-name;bezirk-nr;bezirk-name;zeitstempel-erfassung;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18;D19;F19;D20;F20;D21;F21;D22;F22;D23;F23;D24;F24;D35
0.3;08212000;26.09.2021;Bundestagswahl;03031;030-31 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;804;804;4;800;2;802;98;92;161;138;345;335;71;100;9;15;59;68;0;4;19;19;6;2;0;3;2;2;0;0;0;1;3;2;0;0;12;8;2;1;0;1;0;1;0;0;2;0;0;1;0;1;7;8;4
0.3;08212000;26.09.2021;Bundestagswahl;03032;030-32 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;786;786;5;781;2;784;149;125;151;164;332;300;59;93;25;24;32;37;0;5;10;4;5;7;0;1;0;0;0;0;0;1;0;0;0;0;9;12;0;0;0;0;0;0;0;0;2;3;0;0;0;0;4;8;3
0.3;08212000;26.09.2021;Bundestagswahl;03033;030-33 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;758;758;3;755;1;757;151;131;138;144;255;257;80;107;41;37;41;40;0;6;20;9;4;6;0;2;2;1;0;0;0;0;3;1;0;0;4;5;0;0;0;1;0;0;0;0;3;3;0;1;0;0;10;6;3
0.3;08212000;26.09.2021;Bundestagswahl;03034;030-34 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;921;921;4;917;5;916;195;194;250;223;237;224;98;114;39;40;38;52;0;15;13;12;9;9;0;4;4;2;0;1;0;1;0;0;0;0;10;10;4;3;0;0;0;0;0;0;3;1;0;2;0;1;11;8;6
0.3;08212000;26.09.2021;Bundestagswahl;03035;030-35 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;713;713;3;710;3;710;116;99;138;138;222;202;70;97;46;47;36;41;0;9;15;9;15;12;0;4;2;3;0;1;0;1;1;0;0;0;19;13;5;1;0;1;0;0;0;0;7;5;0;3;0;7;17;17;1
0.3;08212000;26.09.2021;Bundestagswahl;03036;030-36 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;940;940;10;930;10;930;236;239;234;243;252;210;84;111;39;35;35;39;0;6;7;5;15;12;0;3;2;3;0;1;0;2;1;0;0;0;13;15;0;0;0;1;0;0;0;0;4;2;0;0;0;0;5;3;3
0.3;08212000;26.09.2021;Bundestagswahl;03037;030-37 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;684;684;4;680;4;680;189;180;146;156;179;161;63;77;27;25;24;20;0;10;14;10;12;12;0;2;3;4;0;0;0;1;1;0;0;0;13;12;2;2;0;1;0;0;0;0;0;0;0;0;0;0;6;7;1
0.3;08212000;26.09.2021;Bundestagswahl;03038;030-38 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;768;768;11;757;5;763;80;74;129;134;329;317;67;79;10;10;60;74;0;9;15;10;10;10;0;5;13;7;0;0;0;2;4;1;0;1;8;5;0;0;0;0;0;0;0;0;6;6;0;0;0;1;23;18;3
0.3;08212000;26.09.2021;Bundestagswahl;03039;030-39 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;808;808;2;806;2;806;118;84;124;107;370;338;67;111;27;29;39;57;0;7;18;11;7;8;0;10;2;3;0;0;0;1;0;0;0;0;6;10;3;2;0;1;0;0;0;0;6;5;0;1;0;3;19;18;0
0.3;08212000;26.09.2021;Bundestagswahl;03040;030-40 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;789;789;2;787;0;789;107;95;163;140;302;292;61;97;41;42;41;49;0;8;20;20;9;8;0;10;5;3;0;0;0;0;0;0;0;0;11;10;6;3;0;0;0;1;0;0;8;6;0;0;0;0;9;5;4
0.3;08212000;26.09.2021;Bundestagswahl;03041;030-41 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;795;795;6;789;3;792;144;127;174;163;282;284;74;104;29;27;29;34;0;4;15;10;6;6;0;4;1;1;0;0;0;0;3;3;0;0;4;4;3;2;0;1;0;0;0;0;3;3;0;0;0;0;19;15;3
0.3;08212000;26.09.2021;Bundestagswahl;03042;030-42 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;781;781;3;778;1;780;101;81;89;98;385;346;66;112;16;15;47;61;0;7;22;14;4;1;0;3;7;7;0;0;0;1;1;1;0;0;9;15;3;2;0;0;0;0;0;0;5;4;0;0;0;0;21;12;2
0.3;08212000;26.09.2021;Bundestagswahl;03043;030-43 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;779;779;4;775;3;776;72;58;93;91;408;390;76;115;3;4;61;72;0;4;14;4;8;5;0;5;5;3;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;13;4;0;0;0;2;14;17;5
0.3;08212000;26.09.2021;Bundestagswahl;03044;030-44 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;771;771;2;769;2;769;86;65;137;128;349;321;56;90;24;29;42;74;0;5;16;12;12;7;0;6;4;2;0;0;0;0;1;0;0;0;8;11;2;2;0;0;0;0;0;0;8;6;0;0;0;2;20;9;4
0.3;08212000;26.09.2021;Bundestagswahl;03045;030-45 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;852;852;0;852;2;850;107;95;162;176;358;343;71;91;21;20;60;60;0;5;23;13;6;6;0;5;7;3;0;1;0;3;2;0;0;0;6;4;3;2;0;0;0;0;0;0;6;2;0;3;0;3;19;15;1
0.3;08212000;26.09.2021;Bundestagswahl;03046;030-46 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;674;674;3;671;1;673;50;47;94;102;338;325;60;83;17;16;50;49;0;2;17;10;6;5;0;5;4;1;0;0;0;1;1;0;0;0;4;3;1;1;0;1;0;0;0;0;6;3;0;1;0;2;22;16;1
0.3;08212000;26.09.2021;Bundestagswahl;03047;030-47 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;743;743;4;739;3;740;111;96;141;146;298;275;55;88;20;24;54;55;0;12;12;4;10;10;0;4;3;2;0;0;0;1;0;0;0;0;11;7;0;0;0;0;0;0;0;0;6;2;0;0;0;4;13;10;5
0.3;08212000;26.09.2021;Bundestagswahl;03048;030-48 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;704;704;10;694;8;696;143;123;156;151;230;235;58;75;35;34;34;39;0;9;7;4;6;4;0;2;2;0;0;1;0;1;2;0;0;0;7;5;0;0;0;1;0;0;0;0;3;2;0;1;0;1;8;8;3
0.3;08212000;26.09.2021;Bundestagswahl;03049;030-49 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;724;724;5;719;5;719;112;107;161;166;240;219;77;83;40;38;38;37;0;17;12;9;7;6;0;3;2;3;0;0;0;1;0;0;0;0;13;10;3;0;0;0;0;1;0;0;3;1;0;5;0;6;7;7;4
0.3;08212000;26.09.2021;Bundestagswahl;03050;030-50 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;712;712;7;705;3;709;172;167;163;162;222;194;54;71;36;39;20;30;0;5;5;4;8;7;0;3;5;1;0;2;0;1;0;0;0;1;9;8;0;0;0;2;0;0;0;0;1;1;0;0;0;5;10;6;0
0.3;08212000;26.09.2021;Bundestagswahl;03051;030-51 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;732;732;3;729;3;729;113;101;146;145;265;250;63;83;47;40;35;52;0;10;17;10;11;6;0;7;2;1;0;0;0;1;1;1;0;0;9;6;5;3;0;1;0;1;0;0;6;5;0;1;0;2;5;3;4
0.3;08212000;26.09.2021;Bundestagswahl;03052;030-52 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;771;771;1;770;0;771;131;109;159;154;309;311;59;92;24;26;33;31;0;3;12;10;8;6;0;4;4;1;0;0;0;4;1;0;0;0;7;7;1;0;0;0;0;0;0;1;4;4;0;0;0;0;14;8;4
0.3;08212000;26.09.2021;Bundestagswahl;03053;030-53 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;810;810;14;796;12;798;185;156;261;270;128;127;65;82;75;69;33;32;0;23;15;8;9;5;0;1;3;3;0;0;0;1;0;0;0;1;8;7;2;5;0;1;0;0;0;0;5;3;0;1;0;1;7;2;0
0.3;08212000;26.09.2021;Bundestagswahl;03054;030-54 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;817;817;2;815;3;814;193;188;217;216;188;172;76;101;55;53;27;28;0;15;15;5;9;7;0;0;4;1;0;0;0;0;2;1;0;0;14;16;1;0;0;1;0;0;0;0;4;3;0;2;0;2;8;3;2
0.3;08212000;26.09.2021;Bundestagswahl;03055;030-55 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;823;823;9;814;5;818;225;220;209;229;171;146;75;89;50;41;32;34;0;10;13;10;13;8;0;4;4;4;0;1;0;1;1;0;0;1;14;14;3;1;0;1;0;0;0;0;2;1;0;0;0;1;2;2;0
0.3;08212000;26.09.2021;Bundestagswahl;03056;030-56 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;694;694;10;684;8;686;149;137;187;201;131;118;69;70;80;80;22;25;0;19;18;6;6;7;0;2;2;2;0;0;0;0;0;0;0;0;10;11;4;1;0;0;0;0;0;0;2;2;0;1;0;2;3;2;1
0.3;08212000;26.09.2021;Bundestagswahl;03057;030-57 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;910;910;7;903;5;905;234;201;218;228;224;189;92;125;54;59;24;29;0;12;12;15;16;15;0;2;1;2;0;0;0;1;2;1;0;0;11;9;2;1;0;0;0;0;0;0;1;0;0;2;0;5;8;9;4
0.3;08212000;26.09.2021;Bundestagswahl;03058;030-58 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;904;904;6;898;5;899;203;171;210;214;230;200;101;137;48;59;36;37;0;6;18;9;15;14;0;9;5;5;0;0;0;1;5;4;0;0;13;11;0;0;0;1;0;1;0;0;5;3;0;1;0;7;8;9;1
0.3;08212000;26.09.2021;Bundestagswahl;03059;030-59 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;707;707;5;702;4;703;149;128;173;200;178;140;62;83;64;59;28;35;0;10;12;5;10;11;0;3;3;2;0;1;0;2;0;0;0;0;10;9;3;2;0;0;0;0;0;0;4;3;0;0;0;7;5;3;1
0.3;08212000;26.09.2021;Bundestagswahl;03060;030-60 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;702;702;0;702;0;702;176;160;181;182;164;156;65;84;49;50;18;23;0;6;13;5;16;11;0;3;2;0;0;0;0;1;0;1;0;0;6;5;3;2;0;0;0;0;0;0;1;1;0;2;0;3;8;7;0
0.3;08212000;26.09.2021;Bundestagswahl;03061;030-61 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;781;781;6;775;4;777;142;130;169;152;250;227;64;92;43;48;44;51;0;14;15;13;9;5;0;3;4;1;0;0;0;1;0;0;0;0;24;23;0;1;0;0;0;0;0;0;5;2;0;1;0;6;4;7;2
0.3;08212000;26.09.2021;Bundestagswahl;03062;030-62 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;819;819;3;816;1;818;187;178;197;198;221;210;99;115;43;39;23;24;0;7;14;9;11;10;0;1;6;3;0;3;0;2;0;0;0;0;11;14;0;1;0;1;0;0;0;0;0;0;0;0;0;2;3;1;1
0.3;08212000;26.09.2021;Bundestagswahl;03063;030-63 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;667;667;6;661;4;663;166;146;174;173;121;107;66;93;59;55;29;31;0;18;11;6;10;9;0;2;1;0;0;1;0;0;0;0;0;0;15;16;4;2;0;0;0;0;0;0;3;0;0;2;0;1;2;1;0
0.3;08212000;26.09.2021;Bundestagswahl;03064;030-64 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;741;741;6;735;3;738;160;167;166;176;204;182;69;84;54;46;27;29;0;5;11;7;15;9;0;2;1;1;0;2;0;3;0;0;0;0;15;11;4;3;0;1;0;0;0;0;3;1;0;1;0;3;6;5;0
0.3;08212000;26.09.2021;Bundestagswahl;03065;030-65 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;842;842;5;837;7;835;166;143;236;233;146;146;78;102;112;111;30;30;0;10;22;12;12;11;0;1;3;0;0;2;0;2;0;0;0;0;17;11;3;3;0;3;0;1;0;0;7;2;0;1;0;8;4;3;1
0.3;08212000;26.09.2021;Bundestagswahl;03066;030-66 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;831;831;4;827;0;831;206;189;177;186;164;143;93;116;86;90;39;36;0;13;17;13;9;5;0;7;5;2;0;2;0;1;0;0;0;0;13;9;3;4;0;1;0;0;0;0;2;4;0;1;0;1;6;8;7
0.3;08212000;26.09.2021;Bundestagswahl;03067;030-67 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;860;860;7;853;0;860;188;174;183;198;260;243;78;97;53;54;33;39;0;9;17;8;6;4;0;2;5;2;0;0;0;0;0;0;0;2;16;11;1;0;0;0;0;3;0;0;5;4;0;0;0;3;5;7;3
0.3;08212000;26.09.2021;Bundestagswahl;03068;030-68 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;869;869;5;864;5;864;118;105;196;184;348;337;64;83;24;21;56;65;0;7;17;15;8;10;0;4;4;4;0;1;0;3;0;0;0;1;12;12;1;1;0;1;0;0;0;0;3;2;0;0;0;3;10;5;3
0.3;08212000;26.09.2021;Bundestagswahl;03069;030-69 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;796;796;6;790;6;790;136;124;153;172;314;278;66;94;21;26;44;46;0;11;8;4;11;4;0;1;6;1;0;0;0;1;1;1;0;0;9;8;1;1;0;3;0;0;0;0;4;1;0;0;0;2;12;12;4
0.3;08212000;26.09.2021;Bundestagswahl;03070;030-70 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;762;762;1;761;1;761;148;140;184;182;271;252;41;57;35;36;33;39;0;9;9;5;7;11;0;5;3;3;0;0;0;1;0;1;0;0;12;9;3;1;0;0;0;0;0;0;7;4;0;0;0;0;7;6;1
0.3;08212000;26.09.2021;Bundestagswahl;03071;030-71 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;795;795;4;791;4;791;150;145;182;177;262;252;75;93;16;18;38;44;0;7;13;9;14;9;0;6;2;3;0;0;0;2;0;0;0;0;13;13;5;4;0;1;0;0;0;0;7;4;0;1;0;1;7;2;7
0.3;08212000;26.09.2021;Bundestagswahl;03072;030-72 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;788;788;4;784;2;786;195;179;212;208;175;171;79;91;56;56;29;41;0;5;7;4;1;1;0;3;2;0;0;0;0;0;0;1;0;0;18;18;3;2;0;0;0;0;0;0;4;1;0;1;0;1;2;3;1
0.3;08212000;26.09.2021;Bundestagswahl;03073;030-73 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;762;762;7;755;3;759;136;142;218;220;218;201;61;77;28;31;28;27;0;14;18;7;11;9;0;5;4;0;0;1;0;1;1;0;0;0;21;18;3;2;0;0;0;0;0;0;2;0;0;0;0;1;1;3;5
0.3;08212000;26.09.2021;Bundestagswahl;03074;030-74 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;714;714;4;710;3;711;146;137;167;198;235;197;65;90;24;18;23;18;0;9;9;11;9;8;0;0;2;3;0;0;0;0;0;0;0;1;11;10;9;2;0;0;0;0;0;0;2;1;0;1;0;5;6;2;2
0.3;08212000;26.09.2021;Bundestagswahl;03075;030-75 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;737;737;4;733;0;737;184;180;176;170;205;194;69;87;27;23;25;35;0;7;12;9;7;5;0;1;2;2;0;0;0;0;0;0;0;0;12;12;7;3;0;0;0;1;0;0;2;3;0;0;0;1;2;4;3
0.3;08212000;26.09.2021;Bundestagswahl;03076;030-76 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;729;729;10;719;5;724;231;219;107;100;210;202;94;132;23;24;25;20;0;2;5;3;4;3;0;1;1;1;0;0;0;0;0;0;0;0;11;7;2;2;0;0;0;0;0;0;2;1;0;0;0;2;4;5;0
0.3;08212000;26.09.2021;Bundestagswahl;03077;030-77 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;724;724;0;724;0;724;164;155;202;204;183;173;69;76;33;34;26;35;0;9;10;5;6;3;0;3;3;3;0;2;0;1;2;0;0;1;13;15;3;1;0;1;0;1;0;1;1;0;0;0;0;0;4;1;5
0.3;08212000;26.09.2021;Bundestagswahl;03078;030-78 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;717;717;8;709;0;717;206;213;174;161;169;156;85;105;29;29;11;16;0;6;9;5;11;7;0;1;1;1;0;0;0;0;0;0;0;1;3;2;0;1;0;3;0;0;0;0;5;2;0;0;0;4;4;4;2
0.3;08212000;26.09.2021;Bundestagswahl;03079;030-79 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;751;751;4;747;4;747;183;165;159;158;197;186;97;112;40;40;16;30;0;7;9;7;8;5;0;0;6;1;0;0;0;0;2;1;0;0;18;20;3;2;0;0;0;0;0;0;3;4;0;1;0;3;5;5;1
0.3;08212000;26.09.2021;Bundestagswahl;03080;030-80 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;704;704;1;703;1;703;128;119;180;171;189;190;51;72;54;41;36;31;0;11;18;16;6;11;0;2;6;3;0;1;0;1;1;0;0;0;16;16;0;0;0;0;0;1;0;0;10;8;0;1;0;5;7;3;1
0.3;08212000;26.09.2021;Bundestagswahl;03081;030-81 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;905;905;11;894;5;900;227;223;218;209;234;220;82;102;43;48;29;40;0;10;10;6;13;8;0;2;8;3;0;0;0;2;0;0;0;1;16;14;2;1;0;1;0;0;0;0;2;1;0;0;0;3;2;6;8
0.3;08212000;26.09.2021;Bundestagswahl;03082;030-82 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;889;889;8;881;5;884;201;183;212;212;231;213;74;94;55;53;42;48;0;11;20;18;8;9;0;3;4;2;0;0;0;2;0;0;0;1;15;17;1;1;0;0;0;0;0;0;8;5;0;0;0;8;4;4;6
0.3;08212000;26.09.2021;Bundestagswahl;03083;030-83 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;780;780;7;773;4;776;152;143;186;178;263;239;63;94;23;24;36;50;0;5;10;3;6;6;0;6;3;3;0;0;0;0;0;0;0;1;12;11;4;3;0;1;0;0;0;0;3;2;0;0;0;1;6;6;6
0.3;08212000;26.09.2021;Bundestagswahl;03084;030-84 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;805;805;3;802;4;801;175;155;178;167;225;217;80;90;46;50;34;51;0;7;15;11;6;6;0;4;5;3;0;0;0;1;1;0;0;0;12;15;2;1;0;0;0;1;0;0;10;6;0;3;0;5;6;8;7
0.3;08212000;26.09.2021;Bundestagswahl;03085;030-85 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;710;710;10;700;6;704;156;125;121;115;218;219;71;114;59;58;29;32;0;4;14;8;7;2;0;2;1;1;0;0;0;0;0;0;0;0;11;14;1;2;0;0;0;0;0;0;6;5;0;0;0;0;4;3;2
0.3;08212000;26.09.2021;Bundestagswahl;03086;030-86 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;691;691;6;685;3;688;169;159;151;162;182;170;48;71;46;40;30;34;0;4;9;6;11;5;0;5;3;3;0;2;0;1;1;1;0;0;13;13;13;8;0;0;0;1;0;0;2;2;0;0;0;1;3;0;4
0.3;08212000;26.09.2021;Bundestagswahl;03087;030-87 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;752;752;9;743;7;745;145;146;213;189;201;189;58;81;35;36;22;37;0;11;13;8;16;11;0;4;3;0;0;0;0;0;1;0;0;0;22;19;3;5;0;0;0;0;0;0;4;2;0;0;0;4;5;3;2
0.3;08212000;26.09.2021;Bundestagswahl;03088;030-88 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;740;740;4;736;3;737;189;163;153;153;186;185;74;107;53;47;35;30;0;9;13;9;12;10;0;5;1;0;0;0;0;0;0;1;0;1;9;9;1;1;0;1;0;0;0;0;2;1;0;1;0;1;5;3;3
0.3;08212000;26.09.2021;Bundestagswahl;03089;030-89 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;706;706;4;702;4;702;170;155;160;170;183;171;66;85;46;45;26;21;0;11;11;5;13;9;0;2;5;5;0;0;0;1;1;1;0;0;11;11;3;1;0;2;0;0;0;0;2;1;0;0;0;2;2;4;3
0.3;08212000;26.09.2021;Bundestagswahl;03090;030-90 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;774;774;1;773;0;774;124;113;155;146;289;281;71;97;29;30;42;41;0;6;20;11;3;4;0;5;9;4;0;0;0;2;0;0;0;0;14;11;4;5;0;0;0;0;0;0;5;2;0;0;0;3;8;13;0
0.3;08212000;26.09.2021;Bundestagswahl;04001;040-01 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;624;624;2;622;1;623;151;157;140;130;172;153;71;93;41;38;17;23;0;2;11;6;7;8;0;3;1;1;0;0;0;3;0;0;0;0;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2
0.3;08212000;26.09.2021;Bundestagswahl;04002;040-02 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;807;807;3;804;2;805;146;145;187;169;278;273;82;103;21;22;38;39;0;6;11;10;6;8;0;3;4;3;0;0;0;1;0;0;0;0;15;14;2;0;0;0;0;0;0;0;2;1;0;0;0;4;8;4;4
0.3;08212000;26.09.2021;Bundestagswahl;04003;040-03 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;795;795;6;789;1;794;269;244;121;118;180;171;154;196;20;20;17;19;0;4;3;0;2;3;0;1;3;1;0;0;0;0;1;0;0;0;9;9;3;1;0;0;0;0;0;0;1;1;0;0;0;3;3;3;3
0.3;08212000;26.09.2021;Bundestagswahl;04004;040-04 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;797;797;7;790;3;794;250;258;140;148;197;170;125;141;35;35;17;12;0;2;7;6;4;1;0;0;1;0;0;0;0;0;2;2;0;0;10;14;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3;0
0.3;08212000;26.09.2021;Bundestagswahl;04005;040-05 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;760;760;4;756;4;756;165;164;168;164;221;200;79;95;30;35;35;44;0;5;7;6;14;11;0;3;0;1;0;2;0;0;0;0;0;0;15;10;3;2;0;1;0;1;0;0;7;3;0;0;0;2;9;7;3
0.3;08212000;26.09.2021;Bundestagswahl;04006;040-06 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;702;702;2;700;2;700;127;114;167;182;204;173;61;85;57;56;31;35;0;10;14;11;13;6;0;3;2;1;0;1;0;1;0;0;0;0;11;10;3;4;0;1;0;0;0;0;1;0;0;0;0;1;7;6;2
0.3;08212000;26.09.2021;Bundestagswahl;04007;040-07 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;831;831;6;825;1;830;186;171;199;215;259;228;77;91;35;33;23;30;0;9;15;14;8;4;0;5;4;7;0;0;0;0;1;1;0;0;10;11;0;0;0;0;0;0;0;0;2;1;0;0;0;3;3;7;3
0.3;08212000;26.09.2021;Bundestagswahl;04008;040-08 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;825;825;6;819;5;820;163;150;182;159;252;253;93;128;31;24;40;54;0;4;8;8;14;12;0;1;4;4;0;0;0;0;3;2;0;0;16;12;4;3;0;0;0;0;0;0;2;2;0;0;0;0;7;4;0
0.3;08212000;26.09.2021;Bundestagswahl;04009;040-09 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;805;805;5;800;4;801;174;146;189;192;217;223;101;131;43;37;28;26;0;10;11;9;11;5;0;0;1;1;0;0;0;0;0;0;0;0;11;8;0;0;0;0;0;0;0;1;3;4;0;1;0;3;7;4;4
0.3;08212000;26.09.2021;Bundestagswahl;04010;040-10 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;798;798;9;789;5;793;141;140;189;198;264;231;73;84;33;34;28;44;0;7;10;3;17;7;0;1;3;1;0;1;0;4;2;0;0;0;13;16;3;4;0;0;0;0;0;0;3;2;0;1;0;3;10;12;0
0.3;08212000;26.09.2021;Bundestagswahl;04011;040-11 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;907;907;11;896;7;900;238;234;229;234;196;182;118;125;32;35;27;28;0;8;8;8;15;12;0;0;3;1;0;0;0;0;2;2;0;0;15;13;6;1;0;0;0;0;0;0;2;1;0;1;0;7;4;8;1
0.3;08212000;26.09.2021;Bundestagswahl;04012;040-12 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;852;852;7;845;7;845;169;188;224;251;244;203;101;103;42;36;24;23;0;9;7;4;11;9;0;0;2;0;0;0;0;0;0;0;0;0;7;10;4;0;0;0;0;0;0;0;3;1;0;0;0;2;5;6;2
0.3;08212000;26.09.2021;Bundestagswahl;04013;040-13 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;842;842;2;840;1;841;220;216;195;184;205;184;110;143;35;33;32;37;0;10;9;3;10;6;0;3;5;2;0;1;0;1;1;1;0;0;8;9;4;5;0;0;0;0;0;0;2;1;0;0;0;0;3;2;1
0.3;08212000;26.09.2021;Bundestagswahl;04014;040-14 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;795;795;4;791;4;791;168;154;232;220;188;197;91;111;39;42;25;19;0;12;13;9;11;6;0;2;2;1;0;1;0;1;0;0;0;0;12;11;2;2;0;0;0;1;0;0;2;0;0;0;0;0;4;2;2
0.3;08212000;26.09.2021;Bundestagswahl;04015;040-15 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;571;571;4;567;5;566;197;192;92;94;125;112;77;95;29;24;7;9;0;3;6;6;14;11;0;1;4;2;0;0;0;0;0;0;0;0;7;7;1;1;0;3;0;0;0;1;2;2;0;1;0;1;5;1;1
0.3;08212000;26.09.2021;Bundestagswahl;04016;040-16 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;584;584;4;580;3;581;216;200;113;122;131;117;70;97;9;10;3;3;0;5;9;3;17;13;0;1;3;2;0;0;0;1;0;0;0;0;7;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
0.3;08212000;26.09.2021;Bundestagswahl;04017;040-17 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;598;598;6;592;3;595;117;102;113;119;206;185;71;103;26;25;15;15;0;4;7;5;7;9;0;0;2;1;0;0;0;0;0;0;0;0;19;16;2;2;0;2;0;0;0;0;1;2;0;0;0;2;4;3;2
0.3;08212000;26.09.2021;Bundestagswahl;04018;040-18 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;604;604;3;601;4;600;183;162;163;151;135;129;62;101;21;19;12;12;0;6;1;1;8;7;0;1;2;1;0;0;0;3;0;0;0;0;7;5;3;1;0;0;0;0;0;0;0;0;0;1;0;0;3;0;1
0.3;08212000;26.09.2021;Bundestagswahl;04019;040-19 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;592;592;13;579;5;587;141;128;144;135;141;152;59;67;25;24;18;26;0;8;9;4;6;7;0;8;5;3;0;0;0;1;0;0;0;0;13;8;3;3;0;2;0;0;0;0;1;0;0;0;0;3;14;8;0
0.3;08212000;26.09.2021;Bundestagswahl;04020;040-20 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;577;577;3;574;2;575;139;134;163;147;123;121;62;86;35;36;17;22;0;1;11;8;5;5;0;0;2;2;0;0;0;1;0;0;0;0;9;5;1;1;0;0;0;0;0;1;1;0;0;0;0;0;5;5;1
